id,edad,escuela,genero,grado,loID,problema,respuesta,respuestaJ,tiempo,tipo,userID
-LaQd9qtUB-Sgdx8OM-7,8,Hartford International School,0,3,0,3+1=?,4,4,4.027877807617188,1,-LaQd-bEsaUnPGhsoqFp
-LaQd9xYD8ir883VWnYz,8,Hartford International School,0,3,2,6+11=?,17,17,3.70977783203125,1,-LaQcxlLXzY5psOXQ3Jm
-LaQdAGm-AdE3bPajp3B,8,Hartford International School,0,3,0,1+3=?,4,4,9.936863899230957,1,-LaQd7hPXBxlsRGZ7EI-
-LaQdAMdCGFgmuf59EWD,8,Hartford International School,0,3,1,1+10=?,11,11,3.0405006408691406,1,-LaQcyIJiX_EPOxfW_Ma
-LaQdAYoLgWM_KqaOVxu,8,Hartford International School,1,3,0,1+3=?,4,4,8.594511985778809,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdAdHVomkXmJBcQTS,8,Hartford International School,1,3,1,1+10=?,11,11,4.1279144287109375,1,-LaQd0ZX-FR_DekKJ8U4
-LaQdAxbbj7nYFcJP30p,8,Hartford International School,0,3,0,6+4=?,10,10,5.715353012084961,1,-LaQd2RfkDQ1h6jJPxe-
-LaQdB3Vl5qqMJ_sINe-,8,Hartford International School,0,3,1,3+10=?,13,13,2.87149429321289,1,-LaQcyIJiX_EPOxfW_Ma
-LaQdB9MBrUkg_QajOPj,8,Hartford International School,0,3,2,7+17=?,24,24,4.91253662109375,1,-LaQcxlLXzY5psOXQ3Jm
-LaQdBODxJi0F3Di5jtr,8,Hartford International School,0,3,0,4+2=?,6,6,4.5730085372924805,1,-LaQd7hPXBxlsRGZ7EI-
-LaQdBgat2dH7lxJSHA1,8,Hartford International School,0,3,1,5+10=?,15,15,2.566932678222656,1,-LaQcyIJiX_EPOxfW_Ma
-LaQdBkBpJFW6zdEkSvj,8,Hartford International School,0,3,0,1+3=?,4,4,7.877684116363525,1,-LaQd9XtrbmSkZKvmIJz
-LaQdBoVO1QffCdAgeqS,8,Hartford International School,0,3,1,1+10=?,11,11,3.509017944335937,1,-LaQd2RfkDQ1h6jJPxe-
-LaQdBqKa_GQTZ-J9ZAK,8,Hartford International School,1,3,0,4+2=?,6,6,5.281841278076172,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdCC8dDqrxb0s4B97,8,Hartford International School,1,3,0,4+3=?,7,7,12.768804550170898,1,-LaQd3FFlxB-434Ndy6V
-LaQdCLbC-4Q1U5dPPWz,8,Hartford International School,0,3,2,8+21=?,29,29,4.877429008483887,1,-LaQcxlLXzY5psOXQ3Jm
-LaQdCOT4GHp9uegLvP7,8,Hartford International School,0,3,1,7+10=?,17,17,2.8589868545532227,1,-LaQcyIJiX_EPOxfW_Ma
-LaQdCZlwOv587F5id3b,8,Hartford International School,0,3,1,3+10=?,13,13,3.091724395751953,1,-LaQd2RfkDQ1h6jJPxe-
-LaQdCwBIjwJtUTaMLHi,8,Hartford International School,0,3,2,3+30=?,33,33,2.406535148620605,1,-LaQcxlLXzY5psOXQ3Jm
-LaQdDPQTwpmchPSbgdW,8,Hartford International School,0,3,0,4+2=?,6,6,6.8017659187316895,1,-LaQd9XtrbmSkZKvmIJz
-LaQdDWeXIqbxhQ2DBFm,8,Hartford International School,0,3,1,5+10=?,15,15,3.8944129943847656,1,-LaQd2RfkDQ1h6jJPxe-
-LaQdDfxumLDdtrAV9FO,8,Hartford International School,0,3,3,13+10=?,23,23,3.0588350296020512,1,-LaQcxlLXzY5psOXQ3Jm
-LaQdDqIK21kVacNw7cC,8,Hartford International School,1,3,0,4+3=?,7,7,8.189929008483888,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdDrLWlQMTJJKZwCt,8,Hartford International School,0,3,0,6+4=?,10,10,16.411846160888672,1,-LaQd-bEsaUnPGhsoqFp
-LaQdDuZ-MDIcoCQX1-c,8,Hartford International School,1,3,0,3+1=?,4,4,7.0022850036621085,1,-LaQd3FFlxB-434Ndy6V
-LaQdEdS-vhulbCayjcC,8,Hartford International School,0,3,1,7+10=?,17,17,4.596183776855469,1,-LaQd2RfkDQ1h6jJPxe-
-LaQdEhdxHKAral3CLel,8,Hartford International School,0,3,1,1+10=?,11,11,3.4752473831176762,1,-LaQd-bEsaUnPGhsoqFp
-LaQdEo2oelvVdu14YJs,8,Hartford International School,0,3,3,22+10=?,32,32,4.612427711486816,1,-LaQcxlLXzY5psOXQ3Jm
-LaQdEpVj50tNXf5BU-I,8,Hartford International School,1,3,0,3+1=?,4,4,4.045255661010741,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdFBH1ppzoKaXS3fF,8,Hartford International School,0,3,0,4+3=?,7,6,7.2863569259643555,1,-LaQd9XtrbmSkZKvmIJz
-LaQdFUEdZquIQ9cQ83L,8,Hartford International School,0,3,1,0+10=?,10,10,3.442218780517578,1,-LaQd2RfkDQ1h6jJPxe-
-LaQdFV-aP-9jXH1pAQR,8,Hartford International School,1,3,1,3+10=?,13,13,19.87042999267578,1,-LaQd0ZX-FR_DekKJ8U4
-LaQdF_RNN_T--6PFD5G,8,Hartford International School,1,3,0,1+3=?,4,4,8.682266235351562,1,-LaQdDBQ2pWkXJEqEIM5
-LaQdFl2oQZM81UEJsrp,8,Hartford International School,1,3,0,6+4=?,10,10,3.8107986450195312,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdFtOTp-PnrhSgr0y,8,Hartford International School,0,3,0,4+3=?,7,7,18.44198226928711,1,-LaQd7hPXBxlsRGZ7EI-
-LaQdFuYLUG-ZJBLTMYN,8,Hartford International School,0,3,3,17+10=?,27,27,4.511604309082031,1,-LaQcxlLXzY5psOXQ3Jm
-LaQdG74ISsWUINu03Bf,8,Hartford International School,0,3,0,3+1=?,4,4,3.8274860382080083,1,-LaQd9XtrbmSkZKvmIJz
-LaQdGNOEl9arlVPpUc9,8,Hartford International School,0,3,2,2+12=?,14,14,3.6606483459472656,1,-LaQd2RfkDQ1h6jJPxe-
-LaQdGQc7cd2x7QIuVz0,8,Hartford International School,1,3,1,1+10=?,11,11,2.724517822265625,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdGXc4CulqqqdsLXG,8,Hartford International School,1,3,0,1+3=?,4,4,8.193123817443848,1,-LaQdEFbYSIRH12gBSQs
-LaQdGarVPEhb9AJvtuU,8,Hartford International School,0,3,1,3+10=?,13,13,7.754751205444336,1,-LaQd-bEsaUnPGhsoqFp
-LaQdH8O_ayjKJCiyPEp,8,Hartford International School,0,3,3,33+10=?,43,43,5.047796249389648,1,-LaQcxlLXzY5psOXQ3Jm
-LaQdHTNbZvNM-C89p4h,8,Hartford International School,1,3,1,5+10=?,15,15,8.089004516601562,1,-LaQd0ZX-FR_DekKJ8U4
-LaQdHTQ62Ox2c5b64r8,8,Hartford International School,0,3,1,0+10=?,10,10,20.79751968383789,1,-LaQcyIJiX_EPOxfW_Ma
-LaQdHfo-VELrqt82nf2,8,Hartford International School,1,3,1,3+10=?,13,13,5.131126403808594,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdI186ka9--RYBeNb,8,Hartford International School,1,3,1,7+10=?,17,17,2.2894515991210938,1,-LaQd0ZX-FR_DekKJ8U4
-LaQdI7tBVhaegDTRhL8,8,Hartford International School,0,3,3,40+10=?,50,50,4.0612525939941415,1,-LaQcxlLXzY5psOXQ3Jm
-LaQdIDpb_eMGuRTchxx,8,Hartford International School,0,3,0,6+4=?,10,10,8.623165130615233,1,-LaQd9XtrbmSkZKvmIJz
-LaQdIKrkRbPfJ4pUrdO,8,Hartford International School,0,3,2,2+12=?,14,14,3.5479946136474614,1,-LaQcyIJiX_EPOxfW_Ma
-LaQdIa1p67UKGw50bzT,8,Hartford International School,1,3,1,5+10=?,15,15,3.727611541748047,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdIeQhKG7TU5jIGcr,8,Hartford International School,0,3,1,5+10=?,15,15,8.422863006591799,1,-LaQd-bEsaUnPGhsoqFp
-LaQdIqA99NufGRkZ8f5,8,Hartford International School,0,3,0,3+1=?,4,4,10.153499603271484,1,-LaQd7hPXBxlsRGZ7EI-
-LaQdJ6CSAyJRgWfpffm,8,Hartford International School,1,3,1,7+10=?,17,17,2.1226463317871094,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdJABFhEblHwsOljC,8,Hartford International School,1,3,0,6+4=?,10,10,21.52581024169922,1,-LaQd3FFlxB-434Ndy6V
-LaQdJDcPyrP0CwCFOkH,8,Hartford International School,1,3,0,4+2=?,6,6,14.92363739013672,1,-LaQdDBQ2pWkXJEqEIM5
-LaQdJNes-2qTf5IWzd6,8,Hartford International School,0,3,1,7+10=?,17,17,2.9577808380126958,1,-LaQd-bEsaUnPGhsoqFp
-LaQdJUe0KDcIL6pRFdm,8,Hartford International School,1,3,1,0+10=?,10,10,5.982673645019531,1,-LaQd0ZX-FR_DekKJ8U4
-LaQdJlzNk6A86xQVWdE,8,Hartford International School,0,3,2,6+11=?,17,17,5.896255493164063,1,-LaQcyIJiX_EPOxfW_Ma
-LaQdJn3VkXlfKdPnOKT,8,Hartford International School,1,3,1,0+10=?,10,10,2.80841064453125,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdK1nUSiMzZk7Dj4V,8,Hartford International School,1,3,1,1+10=?,11,11,3.5596065521240234,1,-LaQd3FFlxB-434Ndy6V
-LaQdKKDQ69sFAOU6tUT,8,Hartford International School,0,3,1,0+10=?,10,10,3.878097534179688,1,-LaQd-bEsaUnPGhsoqFp
-LaQdKNQuqApGYLVzVZl,8,Hartford International School,1,3,2,2+12=?,14,12,2.3901901245117188,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdKTZ2s_BGyiM595j,8,Hartford International School,1,3,2,2+12=?,14,14,4.0282554626464835,1,-LaQd0ZX-FR_DekKJ8U4
-LaQdKzcAI_PIjUNwcPq,8,Hartford International School,0,3,1,1+10=?,11,11,11.314704895019533,1,-LaQd9XtrbmSkZKvmIJz
-LaQdLBbasrWQRYCAELj,8,Hartford International School,1,3,0,4+2=?,6,6,19.071521759033203,1,-LaQdEFbYSIRH12gBSQs
-LaQdLPhvAl3va3aR5ho,8,Hartford International School,0,3,0,1+3=?,4,4,6.671450138092041,1,-LaQdJVkNBVmdvH89mkO
-LaQdLeyAN7vgE_E3UXo,8,Hartford International School,0,3,0,6+4=?,10,10,11.542354583740234,1,-LaQd7hPXBxlsRGZ7EI-
-LaQdLfMkfsn_V-kR0Om,8,Hartford International School,0,3,2,6+11=?,17,17,21.692256927490234,1,-LaQd2RfkDQ1h6jJPxe-
-LaQdLzdB_bOG4oWHeN5,8,Hartford International School,0,3,4,17+25=?,42,42,15.79267120361328,1,-LaQcxlLXzY5psOXQ3Jm
-LaQdM8GUlRcUm6c-A_U,8,Hartford International School,1,3,1,3+10=?,13,13,8.606637954711914,1,-LaQd3FFlxB-434Ndy6V
-LaQdMFIbidHJPulJwGk,8,Hartford International School,0,3,1,3+10=?,13,13,5.1638526916503915,1,-LaQd9XtrbmSkZKvmIJz
-LaQdMe6JZGPtZm7Z88o,8,Hartford International School,0,3,1,1+10=?,11,11,4.037590026855469,1,-LaQd7hPXBxlsRGZ7EI-
-LaQdN2Tc1Dq9_wvzR8J,8,Hartford International School,0,3,1,5+10=?,15,15,3.27578353881836,1,-LaQd9XtrbmSkZKvmIJz
-LaQdN4NFML7AEka4kRV,8,Hartford International School,1,3,0,4+3=?,7,8,15.79299545288086,1,-LaQdDBQ2pWkXJEqEIM5
-LaQdNOB1-he6YjLXQSa,8,Hartford International School,0,3,4,25+25=?,50,50,5.732444763183594,1,-LaQcxlLXzY5psOXQ3Jm
-LaQdNkuFArLRE5v-5BE,8,Hartford International School,0,3,0,4+2=?,6,6,9.609453201293944,1,-LaQdJVkNBVmdvH89mkO
-LaQdNvx4p3Kvw2sl79p,8,Hartford International School,1,3,0,3+1=?,4,4,3.49283218383789,1,-LaQdDBQ2pWkXJEqEIM5
-LaQdO8C0yv_FFSiSVi6,8,Hartford International School,0,3,1,7+10=?,17,17,4.462299346923828,1,-LaQd9XtrbmSkZKvmIJz
-LaQdOFY_v-ubuYQ_XDM,8,Hartford International School,1,3,2,6+11=?,17,17,15.870512008666992,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdOZqxZfxYBS7almQ,8,Hartford International School,0,3,1,3+10=?,13,13,7.847723960876465,1,-LaQd7hPXBxlsRGZ7EI-
-LaQdOy7OibKJX4X58at,8,Hartford International School,0,3,2,2+12=?,14,14,19.00141143798828,1,-LaQd-bEsaUnPGhsoqFp
-LaQdP3q1S-jlf3Q7lTK,8,Hartford International School,1,3,2,6+11=?,17,17,18.834304809570312,1,-LaQd0ZX-FR_DekKJ8U4
-LaQdP7QAdnCSEvNYVTr,8,Hartford International School,0,3,1,0+10=?,10,10,4.040651321411134,1,-LaQd9XtrbmSkZKvmIJz
-LaQdPLJ7V9_qqn6F4zT,8,Hartford International School,0,3,1,5+10=?,15,15,3.166748046875,1,-LaQd7hPXBxlsRGZ7EI-
-LaQdPOQnUG_-AX4PiPz,8,Hartford International School,1,3,1,5+10=?,15,15,13.319723129272461,1,-LaQd3FFlxB-434Ndy6V
-LaQdPXZdG42YFbeAho6,8,Hartford International School,0,3,2,7+17=?,24,24,23.58942794799805,1,-LaQcyIJiX_EPOxfW_Ma
-LaQdPdSe7Im999MOX4b,8,Hartford International School,0,3,2,6+11=?,17,20,2.7744102478027344,1,-LaQd-bEsaUnPGhsoqFp
-LaQdPuUFEhEG1w50It_,8,Hartford International School,0,3,0,4+3=?,7,7,8.807722091674805,1,-LaQdJVkNBVmdvH89mkO
-LaQdQ7ZjNDcZhXHMruc,8,Hartford International School,0,3,1,7+10=?,17,17,3.2164840698242188,1,-LaQd7hPXBxlsRGZ7EI-
-LaQdQEQQsW9_83P3O5J,8,Hartford International School,1,3,0,4+3=?,7,8,20.65924835205078,1,-LaQdEFbYSIRH12gBSQs
-LaQdQFV7_BSCvcizgMN,8,Hartford International School,0,3,2,2+12=?,14,14,4.6129889488220215,1,-LaQd9XtrbmSkZKvmIJz
-LaQdQdRqW9sTsK1nJF2,8,Hartford International School,0,3,2,7+17=?,24,24,20.35497283935547,1,-LaQd2RfkDQ1h6jJPxe-
-LaQdQz8m8uODz3NWRd7,8,Hartford International School,0,3,0,3+1=?,4,4,4.394712448120116,1,-LaQdJVkNBVmdvH89mkO
-LaQdRCSMglS0ItIQ4QH,8,Hartford International School,0,3,1,0+10=?,10,10,4.40593147277832,1,-LaQd7hPXBxlsRGZ7EI-
-LaQdRCl_1wTkLjsJETJ,8,Hartford International School,0,3,2,8+21=?,29,29,6.845572471618652,1,-LaQcyIJiX_EPOxfW_Ma
-LaQdRZoY0oEnoSwOkRk,8,Hartford International School,1,3,0,3+1=?,4,4,5.4653663635253915,1,-LaQdEFbYSIRH12gBSQs
-LaQdRdo-9LJ8XNRGlM0,8,Hartford International School,1,3,2,7+17=?,24,24,13.906217575073242,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdRlg8M2WuqEYrwCd,8,Hartford International School,0,3,2,3+30=?,33,33,2.2983789443969727,1,-LaQcyIJiX_EPOxfW_Ma
-LaQdRrHWrz-Y_zSuuUZ,8,Hartford International School,0,3,2,7+17=?,24,28,9.07440185546875,1,-LaQd-bEsaUnPGhsoqFp
-LaQdS5aWCKOaHCrtYr1,8,Hartford International School,1,3,0,6+4=?,10,10,17.062633514404293,1,-LaQdDBQ2pWkXJEqEIM5
-LaQdSk2q4xmlLQpmyvF,8,Hartford International School,0,3,2,6+11=?,17,17,10.211469650268556,1,-LaQd9XtrbmSkZKvmIJz
-LaQdSxGxP1aytcG86-i,8,Hartford International School,0,3,0,6+4=?,10,10,8.072711944580076,1,-LaQdJVkNBVmdvH89mkO
-LaQdTKXuty9NJf1iPnb,8,Hartford International School,0,3,2,2+12=?,14,14,7.173828125,1,-LaQd7hPXBxlsRGZ7EI-
-LaQdTRXm7M6JR1pKDVn,8,Hartford International School,1,3,1,1+10=?,11,11,5.494080066680908,1,-LaQdDBQ2pWkXJEqEIM5
-LaQdTZXqTrAnB9hJ9pw,8,Hartford International School,1,3,1,7+10=?,17,17,17.096935272216793,1,-LaQd3FFlxB-434Ndy6V
-LaQdTh3lFAcozPMzjT6,8,Hartford International School,0,3,2,8+21=?,29,29,7.523264408111572,1,-LaQd-bEsaUnPGhsoqFp
-LaQdTkQryWG57uZY6vq,8,Hartford International School,0,3,3,13+10=?,23,23,8.110884666442871,1,-LaQcyIJiX_EPOxfW_Ma
-LaQdUKbnxBGA_MSUeZC,8,Hartford International School,1,3,0,6+4=?,10,8,11.308038711547852,1,-LaQdEFbYSIRH12gBSQs
-LaQdUjPSwZB3gEe-CRF,8,Hartford International School,0,3,1,1+10=?,11,11,7.302970886230469,1,-LaQdJVkNBVmdvH89mkO
-LaQdV3cRLo4gBc3CaAZ,8,Hartford International School,1,3,1,0+10=?,10,10,6.1498756408691415,1,-LaQd3FFlxB-434Ndy6V
-LaQdVBWiSEigUZlw0B7,8,Hartford International School,1,3,2,8+21=?,29,29,14.50802993774414,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdVJSC0YRHpMmsNZA,8,Hartford International School,0,3,2,3+30=?,33,33,6.618441581726074,1,-LaQd-bEsaUnPGhsoqFp
-LaQdVJmo3mdMOuzZp28,8,Hartford International School,0,3,3,22+10=?,32,32,6.421630859375,1,-LaQcyIJiX_EPOxfW_Ma
-LaQdVSI8ikHtbUEe13L,8,Hartford International School,0,3,2,8+21=?,29,29,19.70384979248047,1,-LaQd2RfkDQ1h6jJPxe-
-LaQdVTjlsquf3DZJiBb,8,Hartford International School,1,3,1,1+10=?,11,11,4.679680824279785,1,-LaQdEFbYSIRH12gBSQs
-LaQdVh_TPLmYJx9Jed3,8,Hartford International School,0,3,1,3+10=?,13,13,3.9773025512695312,1,-LaQdJVkNBVmdvH89mkO
-LaQdVlrQ1dHitRUUCDA,8,Hartford International School,1,3,2,3+30=?,33,33,2.390785217285156,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdVysA8tvctQr3XAv,8,Hartford International School,0,3,4,42+35=?,77,77,35.165000915527344,1,-LaQcxlLXzY5psOXQ3Jm
-LaQdW7TEfpUKOFzkSx3,8,Hartford International School,0,3,2,7+17=?,24,24,13.85396957397461,1,-LaQd9XtrbmSkZKvmIJz
-LaQdWCoN9pxE32QsX4h,8,Hartford International School,1,3,1,3+10=?,13,13,11.347890853881836,1,-LaQdDBQ2pWkXJEqEIM5
-LaQdWExnlp6fbOPR48Q,8,Hartford International School,1,3,2,7+17=?,24,24,29.36681365966797,1,-LaQd0ZX-FR_DekKJ8U4
-LaQdWKhtMlj3ufm-cEf,8,Hartford International School,0,3,2,3+30=?,33,33,3.596276998519897,1,-LaQd2RfkDQ1h6jJPxe-
-LaQdWYL5h5Y7BmVHSav,8,Hartford International School,0,3,1,5+10=?,15,15,3.442817687988281,1,-LaQdJVkNBVmdvH89mkO
-LaQdWhffor001hsLlzO,8,Hartford International School,1,3,3,13+10=?,23,23,3.8273696899414062,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdXC0lIujGKAwNXu2,8,Hartford International School,0,3,0,1+3=?,4,4,6.509939193725586,1,-LaQdV8e8AQiNrANsIx2
-LaQdXHR9-JplqVpFXnJ,8,Hartford International School,1,3,1,3+10=?,13,13,7.405105590820312,1,-LaQdEFbYSIRH12gBSQs
-LaQdXLlAAYXGq4sWZKQ,8,Hartford International School,0,3,1,7+10=?,17,17,3.291954040527344,1,-LaQdJVkNBVmdvH89mkO
-LaQdXve0RNmTeNjppRy,8,Hartford International School,0,3,3,17+10=?,27,27,10.679483413696287,1,-LaQcyIJiX_EPOxfW_Ma
-LaQdY48Rp2hv5l7Vz0Q,8,Hartford International School,1,3,3,22+10=?,32,32,5.5993995666503915,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdYD65vpc-0wnfDvl,8,Hartford International School,0,3,3,13+10=?,23,19,11.882232666015625,1,-LaQd-bEsaUnPGhsoqFp
-LaQdYZ6sb5Hmhl6AEem,8,Hartford International School,0,3,0,4+2=?,6,6,5.52247428894043,1,-LaQdV8e8AQiNrANsIx2
-LaQdYsJg5yroonufOPf,8,Hartford International School,1,3,1,5+10=?,15,15,10.91303825378418,1,-LaQdDBQ2pWkXJEqEIM5
-LaQdYwL213msMtVWNrS,8,Hartford International School,0,3,1,0+10=?,10,10,6.50074577331543,1,-LaQdJVkNBVmdvH89mkO
-LaQdYybbcAtIL5m7DVr,8,Hartford International School,1,3,3,17+10=?,27,27,3.6770172119140634,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdZ1d8kAL_oN7wvDa,8,Hartford International School,0,3,3,33+10=?,43,43,4.545001983642578,1,-LaQcyIJiX_EPOxfW_Ma
-LaQdZ6i14tRBQBm0udD,8,Hartford International School,1,3,1,5+10=?,15,15,7.504325866699219,1,-LaQdEFbYSIRH12gBSQs
-LaQdZ7SROa35cO5SRoR,8,Hartford International School,1,3,2,2+12=?,14,14,16.615209579467773,1,-LaQd3FFlxB-434Ndy6V
-LaQdZldHMq6saQ_iHBv,8,Hartford International School,0,3,3,40+10=?,50,50,3.0074195861816406,1,-LaQcyIJiX_EPOxfW_Ma
-LaQdZoRPvbY9TaJH_nJ,8,Hartford International School,1,3,2,8+21=?,29,29,14.62285041809082,1,-LaQd0ZX-FR_DekKJ8U4
-LaQdZsc0b4tE4CHd4MX,8,Hartford International School,0,3,3,13+10=?,23,23,14.522518157958984,1,-LaQd2RfkDQ1h6jJPxe-
-LaQd_4k4KtLf8k7VCes,8,Hartford International School,0,3,2,8+21=?,29,29,16.211311340332028,1,-LaQd9XtrbmSkZKvmIJz
-LaQd_Owy7sNzHryly2G,8,Hartford International School,0,3,0,4+3=?,7,7,7.540681838989258,1,-LaQdV8e8AQiNrANsIx2
-LaQd_RBoWOeNkkC4Xuv,8,Hartford International School,0,3,2,2+12=?,14,14,6.134162902832031,1,-LaQdJVkNBVmdvH89mkO
-LaQd_zlBnPvoo8WW8AX,8,Hartford International School,0,3,2,3+30=?,33,33,3.709674835205078,1,-LaQd9XtrbmSkZKvmIJz
-LaQda1F70somPHd35da,8,Hartford International School,1,3,2,3+30=?,33,33,4.980539321899414,1,-LaQd0ZX-FR_DekKJ8U4
-LaQda2odf1cMPsYP3dD,8,Hartford International School,1,3,3,33+10=?,43,43,8.524112701416017,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdaII01jTCBoz0_zp,8,Hartford International School,0,3,0,3+1=?,4,4,3.6692104339599614,1,-LaQdV8e8AQiNrANsIx2
-LaQdaV251Ycafu9Ow1v,8,Hartford International School,0,3,3,22+10=?,32,32,6.61772346496582,1,-LaQd2RfkDQ1h6jJPxe-
-LaQdakCJ7ra1N-Yt9NA,8,Hartford International School,1,3,3,40+10=?,50,50,2.841739654541016,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdbSHzgVuHI0wh1Pd,8,Hartford International School,0,3,3,13+10=?,23,23,5.983169555664063,1,-LaQd9XtrbmSkZKvmIJz
-LaQdbUfMv_LNHG5M02z,8,Hartford International School,0,3,0,6+4=?,10,10,4.889425277709961,1,-LaQdV8e8AQiNrANsIx2
-LaQdbueonH30_SpyST-,8,Hartford International School,0,3,3,22+10=?,32,32,19.23630142211914,1,-LaQd-bEsaUnPGhsoqFp
-LaQdcEQShygACvq6vKZ,8,Hartford International School,0,3,4,46+37=?,83,83,29.731449127197266,1,-LaQcxlLXzY5psOXQ3Jm
-LaQdcE_W_B0G1DF7aaO,8,Hartford International School,0,3,2,6+11=?,17,17,11.480707168579102,1,-LaQdJVkNBVmdvH89mkO
-LaQdcVD6n83slKQga58,8,Hartford International School,1,3,1,7+10=?,17,17,17.951496124267578,1,-LaQdEFbYSIRH12gBSQs
-LaQdcnsn4CHpFJ-uUgi,8,Hartford International School,0,3,3,17+10=?,27,27,3.6600341796875,1,-LaQd-bEsaUnPGhsoqFp
-LaQdcr1FNARAD_hEkmT,8,Hartford International School,0,3,1,1+10=?,11,11,5.588834762573242,1,-LaQdV8e8AQiNrANsIx2
-LaQddB_1JA-mbFQg88Q,8,Hartford International School,1,3,1,0+10=?,10,10,2.841808319091797,1,-LaQdEFbYSIRH12gBSQs
-LaQddDfmCxwVO11aQoy,8,Hartford International School,0,3,2,6+11=?,17,17,40.413551330566406,1,-LaQd7hPXBxlsRGZ7EI-
-LaQddM__H8nLaV5DL0N,8,Hartford International School,0,3,3,17+10=?,27,27,11.749324798583984,1,-LaQd2RfkDQ1h6jJPxe-
-LaQddSdWDhboWb3OiA4,8,Hartford International School,1,3,4,17+25=?,42,42,11.092838287353516,1,-LaQd8BMIhNUK5-ZXJIK
-LaQddpH3L0-JfIZK1TC,8,Hartford International School,0,3,4,61+39=?,100,100,6.518077850341798,1,-LaQcxlLXzY5psOXQ3Jm
-LaQddwgBHe9OXyCl-Qe,8,Hartford International School,0,3,1,3+10=?,13,13,4.453929901123047,1,-LaQdV8e8AQiNrANsIx2
-LaQdeN7Vs_0kXFEnkFT,8,Hartford International School,1,3,4,25+25=?,50,50,3.7440690994262695,1,-LaQd8BMIhNUK5-ZXJIK
-LaQdeYyFsOJY1Uw9Uuu,8,Hartford International School,0,3,1,5+10=?,15,15,2.5192909240722656,1,-LaQdV8e8AQiNrANsIx2
-LaQdefd_PZ6Mzquf74d,8,Hartford International School,0,3,2,7+17=?,24,24,5.948483467102051,1,-LaQd7hPXBxlsRGZ7EI-
-LaQdetDgi7ouHkWGGEK,8,Hartford International School,1,3,2,2+12=?,14,14,6.952716827392577,1,-LaQdEFbYSIRH12gBSQs
-LaQdf2lTPxITK6ak95-,8,Hartford International School,0,3,3,33+10=?,43,43,9.208396911621094,1,-LaQd-bEsaUnPGhsoqFp
-LaQdf7-_RO5ACA4W28d,8,Hartford International School,0,3,1,7+10=?,17,17,2.30276870727539,1,-LaQdV8e8AQiNrANsIx2
-LaQdfSRgFI440WeVCf7,8,Hartford International School,0,3,3,22+10=?,32,32,16.381155014038086,1,-LaQd9XtrbmSkZKvmIJz
-LaQdfaJfc_HeuTq8kW6,8,Hartford International School,1,3,2,6+11=?,17,17,30.5836181640625,1,-LaQd3FFlxB-434Ndy6V
-LaQdfnmBSiSFzd1HJk_,8,Hartford International School,0,3,3,33+10=?,43,43,9.99359893798828,1,-LaQd2RfkDQ1h6jJPxe-
-LaQdfuFuupWDR_RFNIa,8,Hartford International School,0,3,1,0+10=?,10,10,3.2203292846679688,1,-LaQdV8e8AQiNrANsIx2
