answerID,answerChangedCount,edad,escuela,genero,grado,loID,problema,respuesta,respuestaJ,tiempo,tipo,userID
-LcCA43Yuu44DgBwrVQh,1,10,Colegio la Ensenanza,1,5,4,46+37=?,83,83,9.642282486,1,-LcC9Y01hq-wpSGPOKxj
-LcCA46A1qSwhAxHNsDj,1,10,Colegio la Ensenanza,1,5,1,5+10=?,15,15,3.981491089,1,-LcC9wOQ-n9_rixV8tVy
-LcCA47lF6fmX68U-yAg,1,10,Colegio la Ensenanza,1,5,2,8+21=?,29,29,6.27337265,1,-LcC9rgHb4ER9LwTW1Kh
-LcCA4igPCUE1rI021er,1,10,Colegio la Ensenanza,1,5,2,3+30=?,33,33,2.425701141,1,-LcC9rgHb4ER9LwTW1Kh
-LcCA4kPP8KJrHi2-H4j,1,10,Colegio la Ensenanza,1,5,0,1+3=?,4,4,9.097388268,1,-LcCA293tWM7qSGphFKa
-LcCA4re_FYnslIrHnsP,1,10,Colegio la Ensenanza,1,5,1,7+10=?,17,17,3.111587524,1,-LcC9wOQ-n9_rixV8tVy
-LcCA4vJQHIyFjwqtS0j,1,9,Colegio la Ensenanza,1,5,1,0+10=?,10,10,4.433181763,1,-LcC9ugDAkclZB5AjqbU
-LcCA51MDoa6Mq2byNYX,1,10,Colegio la Ensenanza,1,5,3,17+10=?,27,27,9.179702759,1,-LcC9dfKMykAfuobp_Z3
-LcCA56aeaic-yVSLkRD,1,10,Colegio la Ensenanza,1,5,3,17+10=?,27,27,6.090602875,1,-LcC9mrulG_GRim-O7f6
-LcCA5WelzZwW1q-bvU1,1,10,Colegio la Ensenanza,1,5,3,13+10=?,23,23,3.262145996,1,-LcC9rgHb4ER9LwTW1Kh
-LcCA5WhHDEEcV75859r,1,10,Colegio la Ensenanza,1,5,4,42+35=?,77,77,14.70924377,1,-LcC9eJjqssJq3TxrRB-
-LcCA5jaBWmSMeKyS5Pp,1,9,Colegio la Ensenanza,1,5,2,2+12=?,14,14,3.345794678,1,-LcC9ugDAkclZB5AjqbU
-LcCA5o8fbNRxu44WiiN,1,10,Colegio la Ensenanza,1,5,4,61+39=?,100,100,7.140163422,1,-LcC9Y01hq-wpSGPOKxj
-LcCA5yidSUatfresM3L,1,10,Colegio la Ensenanza,1,5,3,33+10=?,43,43,3.537559509,1,-LcC9mrulG_GRim-O7f6
-LcCA5zfb_ZrW_OtCqgG,1,10,Colegio la Ensenanza,1,5,0,4+2=?,6,6,5.039178848,1,-LcCA293tWM7qSGphFKa
-LcCA6DiqCdsALItVssG,1,10,Colegio la Ensenanza,1,5,1,0+10=?,10,10,5.570724487,1,-LcC9wOQ-n9_rixV8tVy
-LcCA6J46N35LFWOQOGL,1,9,Colegio la Ensenanza,1,5,4,42+35=?,77,62,11.06336021,1,-LcC9XonlJh6zjm8wRMb
-LcCA6mhGnvNDu4DiItU,1,10,Colegio la Ensenanza,1,5,3,40+10=?,50,50,3.320642471,1,-LcC9mrulG_GRim-O7f6
-LcCA6zsklEm7Xyc99gf,1,9,Colegio la Ensenanza,1,5,2,6+11=?,17,17,5.135795593,1,-LcC9ugDAkclZB5AjqbU
-LcCA7-UZzv_c9ubpaWo,1,10,Colegio la Ensenanza,1,5,3,22+10=?,32,32,6.047077179,1,-LcC9rgHb4ER9LwTW1Kh
-LcCA7ZqG1YTkwA0yis2,1,10,Colegio la Ensenanza,1,5,0,4+3=?,7,7,6.474318504,1,-LcCA293tWM7qSGphFKa
-LcCA7kP0lLK3VlcwkYk,1,10,Colegio la Ensenanza,1,5,0,1+3=?,4,4,2.961595297,1,-LcCA6jhoyzB3v839hh_
-LcCA7kkx5vJ9xlzowBp,1,10,Colegio la Ensenanza,1,5,2,2+12=?,14,14,6.273353577,1,-LcC9wOQ-n9_rixV8tVy
-LcCA8N97Gk4MJoxgop4,1,10,Colegio la Ensenanza,1,5,3,17+10=?,27,-,5.604200363,1,-LcC9rgHb4ER9LwTW1Kh
-LcCA8OGecgujbmlq556,1,10,Colegio la Ensenanza,1,5,3,22+10=?,32,32,22.86193848,1,-LcC9kcyGjlrJufhWjY2
-LcCA8VyDtj8GW4ZcFZR,1,10,Colegio la Ensenanza,1,5,0,3+1=?,4,4,3.854558945,1,-LcCA293tWM7qSGphFKa
-LcCA8dRJYL9ieb0xunV,1,10,Colegio la Ensenanza,1,5,0,4+2=?,6,7,3.661143541,1,-LcCA6jhoyzB3v839hh_
-LcCA9NVZHCG2mcfWvTh,1,10,Colegio la Ensenanza,1,5,0,4+3=?,7,7,3.008533478,1,-LcCA6jhoyzB3v839hh_
-LcCA9Zts_P2raz6Yh4Z,1,10,Colegio la Ensenanza,1,5,2,6+11=?,17,17,7.427661896,1,-LcC9wOQ-n9_rixV8tVy
-LcCA9pcTRmOAx4dpT4k,1,10,Colegio la Ensenanza,1,5,0,3+1=?,4,4,1.855074883,1,-LcCA6jhoyzB3v839hh_
-LcCA9zFCbHbzOHzWcm5,1,10,Colegio la Ensenanza,1,5,3,33+10=?,43,43,20.26551437,1,-LcC9dfKMykAfuobp_Z3
-LcCAA-AGR_r9qCrzdko,1,10,Colegio la Ensenanza,1,5,3,33+10=?,43,43,6.674844742,1,-LcC9rgHb4ER9LwTW1Kh
-LcCAA20-NX0oBd_amhQ,1,10,Colegio la Ensenanza,1,5,0,6+4=?,10,10,6.274101257,1,-LcCA293tWM7qSGphFKa
-LcCAACYmXhoFsOf4Tz7,1,10,Colegio la Ensenanza,1,5,3,17+10=?,27,27,7.453884125,1,-LcC9kcyGjlrJufhWjY2
-LcCAAHSTpWaKa5S_18U,1,10,Colegio la Ensenanza,1,5,0,1+3=?,4,4,6.150546551,1,-LcCA8bNkQuF7X0cPxVc
-LcCAAcHvKoSx4FpCusY,1,10,Colegio la Ensenanza,1,5,0,6+4=?,10,10,3.242183685,1,-LcCA6jhoyzB3v839hh_
-LcCAAiqyBRd9yfq6GYB,1,10,Colegio la Ensenanza,1,5,3,40+10=?,50,50,2.977760315,1,-LcC9rgHb4ER9LwTW1Kh
-LcCAAmw8zpCSfMWXiId,1,10,Colegio la Ensenanza,1,5,3,40+10=?,50,50,3.306972504,1,-LcC9dfKMykAfuobp_Z3
-LcCAAosJ-Tc7qTxwe1H,1,10,Colegio la Ensenanza,1,5,1,1+10=?,11,11,3.187108994,1,-LcCA293tWM7qSGphFKa
-LcCAAt2leNQr34tBGnx,1,9,Colegio la Ensenanza,1,5,2,7+17=?,24,24,15.89997292,1,-LcC9ugDAkclZB5AjqbU
-LcCAB7Ty9xfAuTbmVsO,1,10,Colegio la Ensenanza,1,5,1,1+10=?,11,11,2.072740555,1,-LcCA6jhoyzB3v839hh_
-LcCABEDtQEHF4mog0Pu,1,10,Colegio la Ensenanza,1,5,0,4+2=?,6,6,3.897984982,1,-LcCA8bNkQuF7X0cPxVc
-LcCABYKfbVXrvEu1WBW,1,10,Colegio la Ensenanza,1,5,1,3+10=?,13,13,2.97019577,1,-LcCA293tWM7qSGphFKa
-LcCABhBvcKP4m4bDK5i,1,10,Colegio la Ensenanza,1,5,3,33+10=?,43,43,6.116546631,1,-LcC9kcyGjlrJufhWjY2
-LcCAC05GQSa2dXbYNGE,1,10,Colegio la Ensenanza,1,5,1,3+10=?,13,13,3.610532761,1,-LcCA6jhoyzB3v839hh_
-LcCAC59ezHkyGJ9TK77,1,10,Colegio la Ensenanza,1,5,4,17+25=?,42,34,21.72536087,1,-LcC9mrulG_GRim-O7f6
-LcCACMB8MLhSxC4HpFT,1,10,Colegio la Ensenanza,1,5,1,5+10=?,15,15,3.320594788,1,-LcCA293tWM7qSGphFKa
-LcCACVKh_smKS2uNLg_,1,10,Colegio la Ensenanza,1,5,0,4+3=?,7,7,5.190794945,1,-LcCA8bNkQuF7X0cPxVc
-LcCACW0pxOreuvqjCSD,1,10,Colegio la Ensenanza,1,5,4,17+25=?,42,42,7.310544968,1,-LcC9rgHb4ER9LwTW1Kh
-LcCACYfpmqjaN5bApzD,1,10,Colegio la Ensenanza,1,5,1,5+10=?,15,15,2.222827911,1,-LcCA6jhoyzB3v839hh_
-LcCACnCLkrSIMQurZAb,1,10,Colegio la Ensenanza,1,5,4,25+25=?,50,50,2.886787415,1,-LcC9mrulG_GRim-O7f6
-LcCACt4cYFkDn3pJQby,1,9,Colegio la Ensenanza,1,5,4,46+37=?,83,83,26.94023132,1,-LcC9XonlJh6zjm8wRMb
-LcCAD1Ad2AluvzJV-MA,1,10,Colegio la Ensenanza,1,5,1,7+10=?,17,17,2.753276825,1,-LcCA293tWM7qSGphFKa
-LcCAD31kwAeDDZYKZmZ,1,10,Colegio la Ensenanza,1,5,0,3+1=?,4,4,2.284664154,1,-LcCA8bNkQuF7X0cPxVc
-LcCADCiprYUaWbnE-bw,1,10,Colegio la Ensenanza,1,5,1,7+10=?,17,17,2.691385269,1,-LcCA6jhoyzB3v839hh_
-LcCADKcUfy4PfWxjqdY,1,10,Colegio la Ensenanza,1,5,3,40+10=?,50,50,6.670949936,1,-LcC9kcyGjlrJufhWjY2
-LcCADdW36sB3HOWZQsB,1,10,Colegio la Ensenanza,1,5,1,0+10=?,10,10,2.519657135,1,-LcCA293tWM7qSGphFKa
-LcCADlGEdmF_KAoMlM0,1,10,Colegio la Ensenanza,1,5,4,46+37=?,83,83,33.77511597,1,-LcC9eJjqssJq3TxrRB-
-LcCADovmxVd88NRBnj2,1,10,Colegio la Ensenanza,1,5,1,0+10=?,10,10,2.507076263,1,-LcCA6jhoyzB3v839hh_
-LcCAE1FPSu5KEGqlLQN,1,10,Colegio la Ensenanza,1,5,4,25+25=?,50,50,6.223201752,1,-LcC9rgHb4ER9LwTW1Kh
-LcCAEYTrGeHW6ZRV60v,1,10,Colegio la Ensenanza,1,5,2,2+12=?,14,14,2.974891663,1,-LcCA6jhoyzB3v839hh_
-LcCAEZdqhjrEZ4hIJve,1,10,Colegio la Ensenanza,1,5,0,6+4=?,10,10,6.183412552,1,-LcCA8bNkQuF7X0cPxVc
-LcCAEeBUKViwIJVN4lS,1,10,Colegio la Ensenanza,1,5,2,2+12=?,14,14,4.138244629,1,-LcCA293tWM7qSGphFKa
-LcCAFCcWVNIPBBAksmf,1,10,Colegio la Ensenanza,1,5,4,42+35=?,77,77,4.817905426,1,-LcC9rgHb4ER9LwTW1Kh
-LcCAFGYnST-hDyAcnCo,1,10,Colegio la Ensenanza,1,5,1,1+10=?,11,11,2.873138428,1,-LcCA8bNkQuF7X0cPxVc
-LcCAFUu12MGOGqmyxIW,1,9,Colegio la Ensenanza,1,5,2,8+21=?,29,29,18.87024498,1,-LcC9ugDAkclZB5AjqbU
-LcCAFVlgRrJg3zdVESy,1,10,Colegio la Ensenanza,1,5,4,42+35=?,77,77,11.09650421,1,-LcC9mrulG_GRim-O7f6
-LcCAFa2yeL3ATKUMCjV,1,10,Colegio la Ensenanza,1,5,2,6+11=?,17,17,3.837879181,1,-LcCA293tWM7qSGphFKa
-LcCAGMl0FNNK3mBaaNZ,1,9,Colegio la Ensenanza,1,5,2,3+30=?,33,33,3.57998085,1,-LcC9ugDAkclZB5AjqbU
-LcCAGNQ-YyVH2FaQ2Eo,1,10,Colegio la Ensenanza,1,5,1,3+10=?,13,13,4.536834717,1,-LcCA8bNkQuF7X0cPxVc
-LcCAGSWQOZrzFXS9TES,1,11,Colegio la Ensenanza,1,5,0,1+3=?,4,4,7.726788044,1,-LcCAERVMB1uRl7-ozVN
-LcCAGhxGJ76XvU3ThZP,2,10,Colegio la Ensenanza,1,5,2,7+17=?,24,24,29.2183075,1,-LcC9wOQ-n9_rixV8tVy
-LcCAGxRL3qWewewQtJa,1,10,Colegio la Ensenanza,1,5,2,6+11=?,17,17,9.861673355,1,-LcCA6jhoyzB3v839hh_
-LcCAH1BTTIcsqQbXlHT,1,10,Colegio la Ensenanza,1,5,1,5+10=?,15,15,2.67216301,1,-LcCA8bNkQuF7X0cPxVc
-LcCAHh6f7-qBUBKOcrA,1,10,Colegio la Ensenanza,1,5,2,7+17=?,24,24,8.619298935,1,-LcCA293tWM7qSGphFKa
-LcCAHwJiz_HKmOVITxi,1,10,Colegio la Ensenanza,1,5,2,8+21=?,29,29,5.018680573,1,-LcC9wOQ-n9_rixV8tVy
-LcCAI4ek2dUsJH2YHEE,1,10,Colegio la Ensenanza,1,5,1,7+10=?,17,17,4.319076538,1,-LcCA8bNkQuF7X0cPxVc
-LcCAIQ-wgNNl7GM9lQ0,1,10,Colegio la Ensenanza,1,5,4,46+37=?,83,83,11.92655468,1,-LcC9mrulG_GRim-O7f6
-LcCAITlytJsBIxheQkC,1,10,Colegio la Ensenanza,1,5,2,3+30=?,33,33,2.208221436,1,-LcC9wOQ-n9_rixV8tVy
-LcCAIvjbIZlv1nXANBw,1,10,Colegio la Ensenanza,1,5,4,46+37=?,83,67,15.24008942,1,-LcC9rgHb4ER9LwTW1Kh
-LcCAJ-nKDq8xjuXBiJT,1,9,Colegio la Ensenanza,1,5,3,13+10=?,23,23,10.80689621,1,-LcC9ugDAkclZB5AjqbU
-LcCAJKbTGHJCv8v6fWB,3,10,Colegio la Ensenanza,1,5,2,7+17=?,24,24,9.728469849,1,-LcCA6jhoyzB3v839hh_
-LcCAJMC1HMA-2su_fgG,1,10,Colegio la Ensenanza,1,5,3,13+10=?,23,23,3.596717834,1,-LcC9wOQ-n9_rixV8tVy
-LcCAJXd-vQlS1tZkAde,1,10,Colegio la Ensenanza,1,5,1,0+10=?,10,10,5.949794769,1,-LcCA8bNkQuF7X0cPxVc
-LcCAJvv7_ivnPWSW9XQ,1,10,Colegio la Ensenanza,1,5,4,61+39=?,100,-,4.098575592,1,-LcC9rgHb4ER9LwTW1Kh
-LcCAK4EEwHM2hJiauFu,1,11,Colegio la Ensenanza,1,5,0,4+2=?,6,6,14.83073616,1,-LcCAERVMB1uRl7-ozVN
-LcCAKJ-kte5E-wlHysU,1,10,Colegio la Ensenanza,1,5,2,2+12=?,14,14,3.160060883,1,-LcCA8bNkQuF7X0cPxVc
-LcCAKMdyE8zqoaGrcGY,1,10,Colegio la Ensenanza,1,5,2,8+21=?,29,29,10.9129076,1,-LcCA293tWM7qSGphFKa
-LcCAKQz5Shjxo13S2HB,1,10,Colegio la Ensenanza,1,5,4,61+39=?,100,100,27.29514313,1,-LcC9eJjqssJq3TxrRB-
-LcCAKigQIZmLO2t3Fj-,1,9,Colegio la Ensenanza,1,5,3,22+10=?,32,32,7.042881012,1,-LcC9ugDAkclZB5AjqbU
-LcCAKlvlzeaNY3Q51tn,1,10,Colegio la Ensenanza,1,5,4,17+25=?,42,42,30.483284,1,-LcC9kcyGjlrJufhWjY2
-LcCAKwkY83-XauE6TtR,1,11,Colegio la Ensenanza,1,5,0,4+3=?,7,7,3.553472519,1,-LcCAERVMB1uRl7-ozVN
-LcCAKyZLev7FcFBFAI_,2,10,Colegio la Ensenanza,1,5,4,17+25=?,42,34,41.6926384,1,-LcC9dfKMykAfuobp_Z3
-LcCALANFmiqmCaCgJWK,1,10,Colegio la Ensenanza,1,5,2,8+21=?,29,29,7.554412842,1,-LcCA6jhoyzB3v839hh_
-LcCALGLWTrQvY3xnyt0,1,10,Colegio la Ensenanza,1,5,2,3+30=?,33,33,3.687698364,1,-LcCA293tWM7qSGphFKa
-LcCALiojXllNTyjrQoe,1,11,Colegio la Ensenanza,1,5,0,3+1=?,4,4,3.20347023,1,-LcCAERVMB1uRl7-ozVN
-LcCAMDJrUhOZHK0EeEj,1,10,Colegio la Ensenanza,1,5,4,25+25=?,50,50,5.916355133,1,-LcC9kcyGjlrJufhWjY2
-LcCAMgkRPfTmC2Y2upZ,1,10,Colegio la Ensenanza,1,5,4,25+25=?,50,50,7.05287075,1,-LcC9dfKMykAfuobp_Z3
-LcCAMk02tBTXIAwut8w,1,10,Colegio la Ensenanza,1,5,3,13+10=?,23,23,6.057155609,1,-LcCA293tWM7qSGphFKa
-LcCAMmsS7kHrIn02h7Z,5,10,Colegio la Ensenanza,1,5,2,3+30=?,33,27,6.610714436,1,-LcCA6jhoyzB3v839hh_
-LcCAN3zykpFk8hY8lN4,1,9,Colegio la Ensenanza,1,5,3,17+10=?,27,27,9.619140625,1,-LcC9ugDAkclZB5AjqbU
-LcCAN8YEBozKFTkjRTp,1,10,Colegio la Ensenanza,1,5,4,61+39=?,100,100,19.35634422,1,-LcC9mrulG_GRim-O7f6
-LcCANusXmhoqlcWyBDt,1,10,Colegio la Ensenanza,1,5,3,13+10=?,23,23,4.596600533,1,-LcCA6jhoyzB3v839hh_
-LcCANygIHJ4hCdmgweL,1,10,Colegio la Ensenanza,1,5,3,22+10=?,32,32,5.039287567,1,-LcCA293tWM7qSGphFKa
-LcCAO8VX4w1GOpHai3d,1,10,Colegio la Ensenanza,1,5,3,22+10=?,32,32,19.60635376,1,-LcC9wOQ-n9_rixV8tVy
-LcCAOOBmwT5gUlHEJJe,1,9,Colegio la Ensenanza,1,5,4,61+39=?,100,100,47.08073425,1,-LcC9XonlJh6zjm8wRMb
-LcCAOcpAwSbpQoqPUOV,1,10,Colegio la Ensenanza,1,5,2,6+11=?,17,17,17.7069664,1,-LcCA8bNkQuF7X0cPxVc
-LcCAOf2rY2cMrwnEqi8,1,10,Colegio la Ensenanza,1,5,4,42+35=?,77,77,8.082749367,1,-LcC9dfKMykAfuobp_Z3
-LcCAOoyukSiIdcdgKZJ,1,9,Colegio la Ensenanza,1,5,3,33+10=?,43,43,7.153286457,1,-LcC9ugDAkclZB5AjqbU
-LcCAOrWPCsx5NnAECEc,1,11,Colegio la Ensenanza,1,5,0,6+4=?,10,10,12.84630775,1,-LcCAERVMB1uRl7-ozVN
-LcCAP2-YbQmITdN6euy,1,10,Colegio la Ensenanza,1,5,3,22+10=?,32,32,4.629829407,1,-LcCA6jhoyzB3v839hh_
-LcCAPKiIwkCePP_1Lbw,1,10,Colegio la Ensenanza,1,5,3,17+10=?,27,27,5.57326889,1,-LcCA293tWM7qSGphFKa
-LcCAPXRFKUIyHsny1NL,1,9,Colegio la Ensenanza,1,5,3,40+10=?,50,50,2.910830498,1,-LcC9ugDAkclZB5AjqbU
-LcCAQ-IueatSvX1vC6f,1,11,Colegio la Ensenanza,1,5,1,1+10=?,11,11,4.654510498,1,-LcCAERVMB1uRl7-ozVN
-LcCAQ-UZqIA0Xy3J4eM,1,10,Colegio la Ensenanza,1,5,3,17+10=?,27,27,7.552667618,1,-LcC9wOQ-n9_rixV8tVy
-LcCAQ1_cFl37j-f-PFy,1,10,Colegio la Ensenanza,1,5,3,17+10=?,27,27,4.061222076,1,-LcCA6jhoyzB3v839hh_
-LcCAQEY5b-b050zxwTl,1,10,Colegio la Ensenanza,1,5,2,7+17=?,24,24,6.57302475,1,-LcCA8bNkQuF7X0cPxVc
-LcCAQSvH4zPWunei46R,1,10,Colegio la Ensenanza,1,5,3,33+10=?,43,43,4.622169495,1,-LcCA293tWM7qSGphFKa
-LcCAQz6YwyC24uVHega,1,11,Colegio la Ensenanza,1,5,1,3+10=?,13,13,4.020893097,1,-LcCAERVMB1uRl7-ozVN
-LcCAR8m--yQQ_m8_eA_,1,10,Colegio la Ensenanza,1,5,4,46+37=?,83,67,10.15752029,1,-LcC9dfKMykAfuobp_Z3
-LcCARJN1uhvHTtaLbEF,1,10,Colegio la Ensenanza,1,5,3,33+10=?,43,43,5.231548309,1,-LcCA6jhoyzB3v839hh_
-LcCARNNYZZf8ARfvvyo,1,10,Colegio la Ensenanza,1,5,3,40+10=?,50,50,3.73777771,1,-LcCA293tWM7qSGphFKa
-LcCARip0rcp8i9rVP6x,1,10,Colegio la Ensenanza,1,5,4,42+35=?,77,77,22.56190491,1,-LcC9kcyGjlrJufhWjY2
-LcCARohYHeE6efe_BDp,1,10,Colegio la Ensenanza,1,5,2,8+21=?,29,29,6.488424301,1,-LcCA8bNkQuF7X0cPxVc
-LcCAS5izjjdNss4kWaE,1,10,Colegio la Ensenanza,1,5,3,33+10=?,43,43,8.598674774,1,-LcC9wOQ-n9_rixV8tVy
-LcCASEVI14Ln50UCX8_,1,10,Colegio la Ensenanza,1,5,3,40+10=?,50,50,3.794906616,1,-LcCA6jhoyzB3v839hh_
-LcCASXw2WWXdn2hlwBr,1,11,Colegio la Ensenanza,1,5,1,5+10=?,15,15,6.390102386,1,-LcCAERVMB1uRl7-ozVN
-LcCAScey2x0zzdYa8Hl,1,10,Colegio la Ensenanza,1,5,2,3+30=?,33,33,3.328117371,1,-LcCA8bNkQuF7X0cPxVc
-LcCATKX3r-WplrVyvda,1,10,Colegio la Ensenanza,1,5,3,40+10=?,50,50,5.035402298,1,-LcC9wOQ-n9_rixV8tVy
-LcCAUedwfFciYqlVHih,1,10,Colegio la Ensenanza,1,5,4,61+39=?,100,100,14.39316559,1,-LcC9dfKMykAfuobp_Z3
-LcCAVVOfRN46zb4HufS,1,10,Colegio la Ensenanza,1,5,4,17+25=?,42,34,13.35428619,1,-LcCA6jhoyzB3v839hh_
-LcCAVh8PuWQg-X6UVWD,1,10,Colegio la Ensenanza,1,5,4,17+25=?,42,34,9.702781677,1,-LcC9wOQ-n9_rixV8tVy
-LcCAWMRyWZAaH2TCZ3N,1,10,Colegio la Ensenanza,1,5,3,13+10=?,23,23,15.28245163,1,-LcCA8bNkQuF7X0cPxVc
-LcCAWMrhuzr9xFHDiP1,1,10,Colegio la Ensenanza,1,5,4,25+25=?,50,50,3.560352325,1,-LcCA6jhoyzB3v839hh_
-LcCAX031etewPMktJxv,1,11,Colegio la Ensenanza,1,5,1,7+10=?,17,17,18.30577087,1,-LcCAERVMB1uRl7-ozVN
-LcCAX20dSPEbSKItzrX,1,10,Colegio la Ensenanza,1,5,4,25+25=?,50,50,5.503833771,1,-LcC9wOQ-n9_rixV8tVy
-LcCAXiGrgeFraZNvXd-,1,11,Colegio la Ensenanza,1,5,1,0+10=?,10,10,2.886642456,1,-LcCAERVMB1uRl7-ozVN
-LcCAXmsXjRMMUuzAdLY,1,10,Colegio la Ensenanza,1,5,3,22+10=?,32,32,5.851436615,1,-LcCA8bNkQuF7X0cPxVc
-LcCAXsrmAjVXEfKxyWZ,1,10,Colegio la Ensenanza,1,5,4,42+35=?,77,77,6.201320648,1,-LcCA6jhoyzB3v839hh_
-LcCAYFmnaIgPoLIiVNy,1,10,Colegio la Ensenanza,1,5,4,46+37=?,83,83,26.72612762,1,-LcC9kcyGjlrJufhWjY2
-LcCAYSxNYvj0PpC0C-C,1,11,Colegio la Ensenanza,1,5,2,2+12=?,14,14,3.053085327,1,-LcCAERVMB1uRl7-ozVN
-LcCAYo167SsyNHrW2mW,1,10,Colegio la Ensenanza,1,5,3,17+10=?,27,27,4.170917511,1,-LcCA8bNkQuF7X0cPxVc
-LcCAZ-HvZxXFwqMgjSV,1,10,Colegio la Ensenanza,1,5,4,42+35=?,77,77,8.013175964,1,-LcC9wOQ-n9_rixV8tVy
-LcCAZ4T4uTOEc6NkoLh,2,10,Colegio la Ensenanza,1,5,4,17+25=?,42,34,31.53294373,1,-LcCA293tWM7qSGphFKa
-LcCA_3QMOrClczW6T1z,1,10,Colegio la Ensenanza,1,5,4,46+37=?,83,67,8.942138672,1,-LcCA6jhoyzB3v839hh_
-LcCA_OEXC3wH7rx0lRm,1,9,Colegio la Ensenanza,1,5,4,17+25=?,42,42,44.46549606,1,-LcC9ugDAkclZB5AjqbU
-LcCA_S8WQ_1U-F4I-KT,1,10,Colegio la Ensenanza,1,5,3,33+10=?,43,43,6.726806641,1,-LcCA8bNkQuF7X0cPxVc
-LcCAa4s9geoF1lgt0dq,1,10,Colegio la Ensenanza,1,5,3,40+10=?,50,50,2.606788635,1,-LcCA8bNkQuF7X0cPxVc
-LcCAaAwHeeGcgK62EUm,1,10,Colegio la Ensenanza,1,5,4,61+39=?,100,120,11.98322678,1,-LcC9kcyGjlrJufhWjY2
-LcCAaDwUF7NBWwAS88p,1,10,Colegio la Ensenanza,1,5,4,46+37=?,83,83,9.133991241,1,-LcC9wOQ-n9_rixV8tVy
-LcCAat5Xb5TRdljYX8F,1,10,Colegio la Ensenanza,1,5,4,25+25=?,50,50,11.49691963,1,-LcCA293tWM7qSGphFKa
-LcCAbl2nZ5ybEiWkDVV,1,10,Colegio la Ensenanza,1,5,4,61+39=?,100,100,11.04331779,1,-LcCA6jhoyzB3v839hh_
-LcCAbnTPgrs-zPCs98w,1,10,Colegio la Ensenanza,1,5,4,17+25=?,42,34,7.007187843,1,-LcCA8bNkQuF7X0cPxVc
-LcCAcSB1VdIo7_qS2Nn,1,9,Colegio la Ensenanza,1,5,4,25+25=?,50,40,12.50656033,1,-LcC9ugDAkclZB5AjqbU
-LcCAcTpc3WFeE4aVxFy,1,10,Colegio la Ensenanza,1,5,4,25+25=?,50,50,2.775530815,1,-LcCA8bNkQuF7X0cPxVc
-LcCAccvfJ1oM12nRPvY,1,10,Colegio la Ensenanza,1,5,4,61+39=?,100,80,9.85332489,1,-LcC9wOQ-n9_rixV8tVy
-LcCAdaoFJwVOXZjTwkQ,1,10,Colegio la Ensenanza,1,5,4,42+35=?,77,77,11.11315536,1,-LcCA293tWM7qSGphFKa
-LcCAea5po9O0AXa56ug,1,10,Colegio la Ensenanza,1,5,0,1+3=?,4,4,4.371757507,1,-LcCAdMGQWQ_sqo-QFtH
-LcCAenikXooGOv8VM7G,1,11,Colegio la Ensenanza,1,5,2,6+11=?,17,14,30.06361771,1,-LcCAERVMB1uRl7-ozVN
-LcCAfCdi5sP6OaPP6V4,1,10,Colegio la Ensenanza,1,5,0,4+2=?,6,6,2.531285763,1,-LcCAdMGQWQ_sqo-QFtH
-LcCAfiyNRN2E-_t--O-,1,10,Colegio la Ensenanza,1,5,4,42+35=?,77,62,13.32002831,1,-LcCA8bNkQuF7X0cPxVc
-LcCAflV5l9zVIDeoB5-,1,9,Colegio la Ensenanza,1,5,4,42+35=?,77,77,13.58390617,1,-LcC9ugDAkclZB5AjqbU
-LcCAg4m4db_Ljp_jOtO,1,10,Colegio la Ensenanza,1,5,0,4+3=?,7,7,3.593298435,1,-LcCAdMGQWQ_sqo-QFtH
-LcCAgZc159LmFD1HnZE,1,10,Colegio la Ensenanza,1,5,0,3+1=?,4,4,1.973789215,1,-LcCAdMGQWQ_sqo-QFtH
-LcCAh35rDPi7zPjieeG,1,10,Colegio la Ensenanza,1,5,4,46+37=?,83,67,5.447685242,1,-LcCA8bNkQuF7X0cPxVc
-LcCAhZw14fC5ugxRxz1,1,10,Colegio la Ensenanza,1,5,0,6+4=?,10,10,4.116449356,1,-LcCAdMGQWQ_sqo-QFtH
-LcCAhhOyJ0kU4qbXmqd,1,10,Colegio la Ensenanza,1,5,4,46+37=?,83,83,16.81996155,1,-LcCA293tWM7qSGphFKa
-LcCAhpMTKQOlw7g2ZUj,1,9,Colegio la Ensenanza,1,5,4,46+37=?,83,99,8.431388855,1,-LcC9ugDAkclZB5AjqbU
-LcCAi2XiuYKKzRMKdG6,1,10,Colegio la Ensenanza,1,5,1,1+10=?,11,11,1.9572258,1,-LcCAdMGQWQ_sqo-QFtH
-LcCAiApmlfecJXxNqxz,1,10,Colegio la Ensenanza,1,5,4,61+39=?,100,80,4.591106415,1,-LcCA8bNkQuF7X0cPxVc
-LcCAiZIKAVHyyAxurAN,1,11,Colegio la Ensenanza,1,5,2,7+17=?,24,20,15.38751316,1,-LcCAERVMB1uRl7-ozVN
-LcCAi_1uQLibaY9uS82,1,10,Colegio la Ensenanza,1,5,1,3+10=?,13,13,2.143100739,1,-LcCAdMGQWQ_sqo-QFtH
-LcCAj6p2juEciXNph7t,1,10,Colegio la Ensenanza,1,5,1,5+10=?,15,15,2.22731781,1,-LcCAdMGQWQ_sqo-QFtH
